type,amount,oldbalanceOrg,newbalanceOrig,isFraud,Fraud_Status
0.75,0.000817867,0.000954295,0.000627527,1,Fraud
0,0.000667365,0.002318938,0.003210284,1,Fraud
1,0.011259567,0.005948493,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.007075655,0.003738108,0,0,No Fraud
1,3.41E-05,1.80E-05,0,0,No Fraud
1,0.01766943,0.00933486,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0,0.006587431,0.068262837,0.086211695,1,Fraud
1,0.000850357,0.000449249,0,0,No Fraud
1,0.001865921,0.000985776,0,0,No Fraud
1,0.004621543,0.002441588,0,0,No Fraud
1,0.113495468,0.059960297,0,0,No Fraud
0.25,0.002362577,0,0,1,Fraud
0.25,0.045224521,0.02389237,0,0,No Fraud
0.25,0.004371312,0.002309389,0,0,No Fraud
0.25,0.032245244,0.017035345,0,0,No Fraud
1,0.002581989,0.001364079,0,0,No Fraud
1,0.00530423,0.002802255,0,0,No Fraud
0,0.006533938,0.045101839,0.058345772,1,Fraud
0.25,4.53E-06,9.48E-05,0.000111084,1,Fraud
0.25,0.007254552,0,0,1,Fraud
0,0.003073682,0.011146357,0.015345614,1,Fraud
0.25,0.002021152,0.001067786,0,0,No Fraud
1,0.00446402,0.002358367,0,0,No Fraud
0,0.00745072,0.069151185,0.08782726,1,Fraud
0.25,0.005682005,0,0,1,Fraud
0.25,0.037112676,0.019606836,0,0,No Fraud
0.75,0.000306146,0.000519711,0.000430166,1,Fraud
0.25,0.004786892,0.000178988,0,1,Fraud
0.25,0.013731481,0.007254419,0,0,No Fraud
0.25,0.149012136,0.078723954,0,0,No Fraud
0.25,0.003137082,0,0,1,Fraud
0.75,0.001145484,0.000279449,0,1,Fraud
0.25,0.001083229,0.000572276,0,0,No Fraud
0.75,0.000749091,0,0,1,Fraud
0.25,0.003242564,0.002516168,0.000965068,1,Fraud
1,0.028237938,0.014918262,0,0,No Fraud
0.25,0.002001627,0.001057471,0,0,No Fraud
1,0.003275964,0.00173071,0,0,No Fraud
0,0.004625286,0.100198626,0.123342424,1,Fraud
0.25,0.007941289,0.004195428,0,0,No Fraud
0.75,0.000173618,0.000195267,0.000124426,1,Fraud
1,0.067832919,0.035836515,0,0,No Fraud
0.75,0.000402359,0,0,1,Fraud
0.75,0.00016238,0,0,1,Fraud
1,0.005346509,0.002824591,0,0,No Fraud
0.25,0.003462438,0.001829226,0,0,No Fraud
0.25,0.025534217,0.013489871,0,0,No Fraud
0.25,0.018775386,0.009919143,0,0,No Fraud
0,0.002504733,0.000428245,0.002104743,1,Fraud
0.25,0.03450629,0.018229868,0,0,No Fraud
1,0.003588375,0.001895759,0,0,No Fraud
0.25,0.03830352,0.020235966,0,0,No Fraud
0.25,0.011106409,0.005867579,0,0,No Fraud
0.75,0.001253734,1.80E-05,0,1,Fraud
0.75,0.000577565,0,0,1,Fraud
0.25,0.000206983,0.00010935,0,0,No Fraud
0.25,0.007617308,1.32E-05,0,1,Fraud
0.25,0.033716112,0.017812413,0,0,No Fraud
0,0.007305771,7.07E-05,0.004723062,1,Fraud
0.75,0.001034481,0.003979972,0.004125886,1,Fraud
0.25,0.017984715,0.009501427,0,0,No Fraud
0.25,0.002977598,0.001573082,0,0,No Fraud
0.25,0.001871849,0.000988909,0,0,No Fraud
0.25,0.005625876,0.000309423,0,1,Fraud
0.25,0.001922434,0.001015633,0,0,No Fraud
0.25,0.112693307,0.059536511,0,0,No Fraud
0.25,0.012041569,0.006361629,0,0,No Fraud
0.25,0.022416377,0.011842699,0,0,No Fraud
1,0.016202912,0.000126307,0,1,Fraud
0.25,0.002377924,0.001256271,0,0,No Fraud
0,0.002561421,0.16551694,0.200523479,1,Fraud
0.75,5.72E-05,7.80E-06,0,1,Fraud
0,0.000636836,6.16E-05,0.00047831,1,Fraud
1,0.00789125,0.004168992,0,0,No Fraud
0.25,0.049542075,0.026173358,0,0,No Fraud
1,0.013426327,0.007093204,0,0,No Fraud
0.75,0.000491649,0.006222948,0.007165829,1,Fraud
0.25,0.004266102,0.002253806,0,0,No Fraud
1,0.002353195,0.001243206,0,0,No Fraud
1,0.004672318,0.002468412,0,0,No Fraud
0.25,0.001559011,0.000823634,0,0,No Fraud
1,0.203080713,0.107288689,0,0,No Fraud
0.25,0.001976966,0.000888562,0,1,Fraud
0.75,0.00014993,0.000262079,0.000219751,1,Fraud
0.25,0.012331095,0.006514587,0,0,No Fraud
1,0.000599985,0.000316976,0,0,No Fraud
1,0.053911732,0.028481873,0,0,No Fraud
0.75,0.000106651,0.001674229,0.001944169,1,Fraud
1,0.016840531,0.008896948,0,0,No Fraud
0,0.010911538,0.064862177,0.084870375,1,Fraud
1,0.00302121,0.001596122,0,0,No Fraud
0.75,0.000475937,0.000221901,0,1,Fraud
0.25,0.006505214,0,0,1,Fraud
1,0.012742844,0.003419348,0,1,Fraud
1,0.010283854,0.005433018,0,0,No Fraud
1,0.008551317,0.004517709,0,0,No Fraud
1,0.002798677,0.001478557,0,0,No Fraud
0.75,1.89E-05,0,0,1,Fraud
0.25,0.019107737,0.010094725,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.02300777,0.012155135,0,0,No Fraud
1,0.013981365,0.000507325,0,1,Fraud
1,0.007637673,0.004035026,0,0,No Fraud
1,0.020141828,0.010641042,0,0,No Fraud
0.75,0.000238981,0.001309448,0.001421812,1,Fraud
0,0.001995415,0.134332149,0.162690206,1,Fraud
0.25,0.006473323,0.002309382,0,1,Fraud
0.25,0.003238117,2.53E-06,0,1,Fraud
1,0.164835497,0.087083525,0,0,No Fraud
0.75,7.70E-05,0,0,1,Fraud
1,0.011257294,0.003437809,0,1,Fraud
0.25,0.029596918,0.015636219,0,0,No Fraud
0.25,0.308961592,0.163226156,0,0,No Fraud
1,0.040748659,0.021527747,0,0,No Fraud
0.75,0.000736369,5.66E-06,0,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.001160542,0.000613121,0,0,No Fraud
0.25,0.012663815,8.43E-05,0,1,Fraud
0.75,0.001005271,0.000178266,0,1,Fraud
1,0.316825037,1.77E-05,0,1,Fraud
0.25,0.005330739,0.002816259,0,0,No Fraud
1,0.003637027,0.001921462,0,0,No Fraud
0,0.011551349,0.072340221,0.094262729,1,Fraud
1,0.000294626,0.000155652,0,0,No Fraud
0.25,0.040362138,0.021323546,0,0,No Fraud
0.75,0.000159404,0.006145173,0.007283295,1,Fraud
0.75,0.000264545,0.000173315,4.03E-05,1,Fraud
1,0.015991743,0.008448528,0,0,No Fraud
0.25,0.000511537,0,0,1,Fraud
1,0.30448889,0.328690561,0.394978813,0,No Fraud
0.25,4.86E-05,2.57E-05,0,0,No Fraud
0,0.00810586,0.002808171,0.008520519,1,Fraud
1,0.022992463,0.012147048,0,0,No Fraud
0.25,0.073751555,0.038963363,0,0,No Fraud
0.25,0.034378352,0.018162278,0,0,No Fraud
0.25,0.005367999,0.000225594,0,1,Fraud
1,0.004063541,0.002146792,0,0,No Fraud
0.75,0.000262031,0,0,1,Fraud
0.25,0.002540464,8.09E-06,0,1,Fraud
0.25,0.004014511,0,0,1,Fraud
0.75,3.19E-05,0.000203373,0.000224161,1,Fraud
1,0.00657647,0.003474386,0,0,No Fraud
1,0.159623181,0.000574792,0,1,Fraud
0,0.001892107,0.012036588,0.015665258,1,Fraud
0.25,0.041995606,0.022186516,0,0,No Fraud
0,0.002310789,0.305919429,0.369082348,1,Fraud
0,0.007264626,0.001445128,0.006348528,1,Fraud
1,0.017649001,0.009324067,0,0,No Fraud
0.25,0.01730959,0,0,1,Fraud
0,0.004402974,0.004259928,0.007914276,1,Fraud
0.25,0.002240676,0.002305142,0.001347534,1,Fraud
0.25,0.001027587,0.000870302,0.000393455,1,Fraud
0.25,0.00582562,0.003077708,0,0,No Fraud
0.25,0.005709343,0.003016278,0,0,No Fraud
1,0.002628727,0.001388771,0,0,No Fraud
1,0.027986043,0.014785185,0,0,No Fraud
1,0.317670952,0.319438581,0.182187221,0,No Fraud
0.25,0.011098252,0,0,1,Fraud
0,0.001244993,0,0.000790385,1,Fraud
0.75,0.000196436,0.000688512,0.000702659,1,Fraud
0,0.007967415,0.072100916,0.091699898,1,Fraud
0,0.011396506,0.009503345,0.018655003,1,Fraud
0.75,0.000112673,0.000592363,0.000640297,1,Fraud
0.25,0.019485506,0.010294303,0,0,No Fraud
0.75,0.000280151,0,0,1,Fraud
0.25,0.017826102,0.009417631,0,0,No Fraud
0.25,0.096881819,0.051183213,0,0,No Fraud
0.25,0.000936293,0.000494649,0,0,No Fraud
0.25,0.000451309,0.000238429,0,0,No Fraud
0,0.000269963,0.000133826,0.000332201,1,Fraud
0.25,0.026124037,0.013801476,0,0,No Fraud
0.25,0.001260034,0.000665683,0,0,No Fraud
0.75,0.000751323,0.001773046,0.001653644,1,Fraud
0.75,3.74E-05,0.007307226,0.008757184,1,Fraud
0.75,8.96E-05,0.000100596,6.40E-05,1,Fraud
0.25,0.027986043,0.014785185,0,0,No Fraud
0.25,0.001743791,0.000921254,0,0,No Fraud
0.75,0.000349739,0,0,1,Fraud
0.25,0.002005022,0,0,1,Fraud
0,0.00668901,0.065562083,0.083030757,1,Fraud
0.75,0.000115328,1.71E-06,0,1,Fraud
0.25,0.008665792,0.004578187,0,0,No Fraud
0.25,0.001438155,0.000759786,0,0,No Fraud
0,0.011076331,0.100554623,0.127865669,1,Fraud
0.25,0.006464697,0.000187648,0,1,Fraud
0.75,0.000158325,0,0,1,Fraud
1,0.016831392,0,0,1,Fraud
0.75,0.00061925,0.005292986,0.005967311,1,Fraud
0.75,0.000709157,6.78E-05,0,1,Fraud
0.25,0.008708179,0.00460058,0,0,No Fraud
0.25,0.007880513,0.004163319,0,0,No Fraud
0,0.006075724,0.300820015,0.365344689,1,Fraud
1,0.001859059,0.000982151,0,0,No Fraud
1,0.012438485,1.19E-05,0,1,Fraud
0.75,0.000549697,6.28E-06,0,1,Fraud
0.25,0.003118955,0,0,1,Fraud
0.25,0.000952283,0,0,1,Fraud
0.25,0.003630282,0.000155962,0,1,Fraud
0,0.005133647,0.257841488,0.313100444,1,Fraud
1,0.059214566,0.03128339,0,0,No Fraud
0.25,0.005549182,0.002931664,0,0,No Fraud
0.25,0.00193436,0.001021933,0,0,No Fraud
1,0.011223745,0.005929568,0,0,No Fraud
0,0.005573828,0.157557789,0.192871607,1,Fraud
0.25,0.011016684,0.005820176,0,0,No Fraud
0.25,0.067266936,0.035537503,0,0,No Fraud
1,0.004637436,0.002449983,0,0,No Fraud
0.75,1.20E-05,0,0,1,Fraud
0.25,0.013089443,0,0,1,Fraud
1,0.000182376,9.64E-05,0,0,No Fraud
0.75,0.000101724,1.23E-05,0,1,Fraud
1,0.012715629,0.006717739,0,0,No Fraud
0.25,0.038697591,0.020444156,0,0,No Fraud
0.25,0.306204709,0.161769679,0,0,No Fraud
0.25,0.004285941,9.14E-05,0,1,Fraud
0.25,0.023943607,0.012649543,0,0,No Fraud
0.25,0.00194242,0.00063818,0,1,Fraud
1,0.0268225,0.014170478,0,0,No Fraud
0,0.00228754,0.130829788,0.158666966,1,Fraud
0.25,0.036163162,0.019105203,0,0,No Fraud
0,0.008404305,0.044552233,0.05887273,1,Fraud
1,0.012067621,0.006375392,0,0,No Fraud
0,0.005868492,0.025056493,0.033835347,1,Fraud
1,0.142372759,0.075216333,0,0,No Fraud
0.75,0.000597797,0,0,1,Fraud
0.25,0.00202811,0,0,1,Fraud
1,0.016241215,0.008580326,0,0,No Fraud
0.25,0.045162198,0.023859445,0,0,No Fraud
1,0.022416377,0.011842699,0,0,No Fraud
1,0.065644995,0.034680622,0,0,No Fraud
0.25,0.004316764,0.000168801,0,1,Fraud
0.25,0.009343199,7.07E-06,0,1,Fraud
0.25,0.000367081,0.001691213,0.001799244,1,Fraud
0,0.0032041,0.001775664,0.004167895,1,Fraud
1,0.062517914,0.033028568,0,0,No Fraud
0.25,0.003784851,0.001999558,0,0,No Fraud
0.75,7.18E-05,0,0,1,Fraud
0,0.007172073,0.017878497,0.026037318,1,Fraud
0.75,0.001095864,0.000606578,3.32E-05,1,Fraud
0,0.008127036,0.196793602,0.241641158,1,Fraud
0.25,0.00170722,4.65E-06,0,1,Fraud
0.25,0.013343626,0,0,1,Fraud
0.25,0.026655064,0.014082021,0,0,No Fraud
0.75,0.000635997,0.002368323,0.002442188,1,Fraud
0.25,0.003631239,0.001918404,0,0,No Fraud
0.5,9.16E-05,0,0,1,Fraud
1,0.021656153,0.00042274,0,1,Fraud
0.75,0.00058328,0.001575046,0.001522395,1,Fraud
0.25,0.003264087,0.001724435,0,0,No Fraud
0,0.005778036,0.348319397,0.422234461,1,Fraud
1,0.050850267,0.026864483,0,0,No Fraud
1,0.043856701,0,0,1,Fraud
0,0.012533965,1.68E-06,0.007959217,1,Fraud
0.25,0.002899743,0,0,1,Fraud
1,0.031342177,0.016558249,0,0,No Fraud
0,0.002449898,0.08795894,0.107253268,1,Fraud
0.25,0.036717031,0.019397815,0,0,No Fraud
0,0.001298117,0.001995518,0.003222072,1,Fraud
1,0.021675001,0.011451026,0,0,No Fraud
1,0.010901463,0,0,1,Fraud
0.25,0.003091777,0,0,1,Fraud
1,0.021135849,4.17E-05,0,1,Fraud
0.25,0.001720798,0.000509675,0,1,Fraud
0.25,0.045051105,0.023800753,0,0,No Fraud
1,0.032683662,0.000339783,0,1,Fraud
0,0.008274515,0.000358177,0.005683496,1,Fraud
1,0.011235569,0,0,1,Fraud
1,0.034642898,0.018302039,0,0,No Fraud
0.75,0.001313421,0,0,1,Fraud
0.25,0.043822745,0.023151804,0,0,No Fraud
0.75,0.000414678,0,0,1,Fraud
0.75,9.44E-05,0,0,1,Fraud
0.25,0.238749563,0.126132744,0,0,No Fraud
0.25,0.005341159,0,0,1,Fraud
1,0.011157795,0.00017877,0,1,Fraud
0.25,0.07257117,0.03833976,0,0,No Fraud
0.25,0.005502011,0.000187933,0,1,Fraud
0.25,0.092309829,0.048767805,0,0,No Fraud
0.25,0.003603911,0.001903966,0,0,No Fraud
0.75,0.000909233,0.000672885,0.00023136,1,Fraud
0.75,0.000797547,0,0,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.00615214,0.00325021,0,0,No Fraud
0.25,0.005035382,0.001661793,0,1,Fraud
0.25,0.00590337,0.00017585,0,1,Fraud
0.25,0.002967797,0.000372627,0,1,Fraud
0.25,0.001199723,0.000633821,0,0,No Fraud
0.25,0.030622417,0.016177996,0,0,No Fraud
0.25,0.018256856,0.0096452,0,0,No Fraud
1,0.004079739,0.002155349,0,0,No Fraud
1,0.056049517,0.029611277,0,0,No Fraud
1,0.048124399,0,0,1,Fraud
1,0.065783754,0.034753929,0,0,No Fraud
0.25,0.001663989,0,0,1,Fraud
0,0.007475797,0.071527451,0.090698676,1,Fraud
0.25,0.008205522,0.000878224,0,1,Fraud
0.25,0.004883565,0.005582856,0.003608435,1,Fraud
0,0.005752105,0.118759434,0.146361822,1,Fraud
0.25,0.008987893,0.000847864,0,1,Fraud
1,0.00761288,0.004021928,0,0,No Fraud
0.25,0.082625272,0.043651398,0,0,No Fraud
0.75,0.001216416,0.000515146,0,1,Fraud
0.25,0.00086373,0,0,1,Fraud
1,0.030249712,0.015981094,0,0,No Fraud
0.75,5.62E-06,0,0,1,Fraud
0,0.001646279,0.000351682,0.001467749,1,Fraud
1,0.026088308,0.000191306,0,1,Fraud
0.25,0.005328737,0.002815202,0,0,No Fraud
0.25,0.001869935,0.000987897,0,0,No Fraud
0.25,0.001008993,0,0,1,Fraud
0.25,0.007693336,0.004064433,0,0,No Fraud
0.25,0.00124235,0,0,1,Fraud
0.75,8.04E-05,0.001686111,0.001975126,1,Fraud
1,0.022274095,0.011767531,0,0,No Fraud
1,0.00805741,0,0,1,Fraud
0.25,0.024353666,0.012866179,0,0,No Fraud
0.25,0.114613066,0.060550731,0,0,No Fraud
1,0.026085176,0.013780946,0,0,No Fraud
0.25,0.008566213,0.000824569,0,1,Fraud
0.25,0.163025434,0.086127258,0,0,No Fraud
0.25,0.054500753,0.028793056,0,0,No Fraud
1,0.014297111,0.007553244,0,0,No Fraud
0.25,0.006489405,0,0,1,Fraud
0.75,0.000704391,0,0,1,Fraud
0.75,5.21E-05,0.000308249,0.000337355,1,Fraud
0.75,0.000523711,0.000350071,8.82E-05,1,Fraud
1,0.081879341,0.043257319,0,0,No Fraud
0.25,0.000676808,1.46E-05,0,1,Fraud
0.75,0.000125741,0,0,1,Fraud
1,0.010456344,0.005524145,0,0,No Fraud
0,0.005108682,0.134729766,0.165144472,1,Fraud
0,0.013049587,0.138280804,0.174452953,1,Fraud
0.25,0.010985611,0.000530032,0,1,Fraud
0,0.007724944,0.000366082,0.0053441,1,Fraud
0,0.009934683,0.076067778,0.097715694,1,Fraud
0.75,0.000789365,0,0,1,Fraud
0.25,0.034217829,0.018077473,0,0,No Fraud
0,0.012858397,0.000526978,0.008796422,1,Fraud
0.25,0.000979067,0.000517247,0,0,No Fraud
1,0.023602111,0.012469129,0,0,No Fraud
0.25,0.010185178,0.00035759,0,1,Fraud
0.25,0.004374912,0,0,1,Fraud
0.75,0.000284346,7.97E-06,0,1,Fraud
0.75,0.000138696,0.001098094,0.0012315,1,Fraud
0.25,0.00764781,0.004040381,0,0,No Fraud
1,0.000572924,0.000302679,0,0,No Fraud
0.25,0.007607389,0.004019026,0,0,No Fraud
1,0.262642735,0.138755641,0,0,No Fraud
0.25,0.002493587,0,0,1,Fraud
0.25,0.009909154,0,0,1,Fraud
0.75,0.000176624,0,0,1,Fraud
0.25,0.003581085,0.000502022,0,1,Fraud
0.25,0.010927007,0.0057728,0,0,No Fraud
0,0.004454103,0.085654392,0.105756325,1,Fraud
0.75,0.00122309,0.000177461,0,1,Fraud
0.25,0.011279282,0,0,1,Fraud
0.75,0.000394547,4.92E-06,0,1,Fraud
0,0.009920167,0.213112528,0.262389555,1,Fraud
0.25,0.000138143,7.30E-05,0,0,No Fraud
0.25,0.008471159,0.000350054,0,1,Fraud
1,0.034649195,0.000671914,0,1,Fraud
1,0.076035802,0.040170144,0,0,No Fraud
0.25,0.006874105,0,0,1,Fraud
0,0.006299665,2.82E-05,0.00403323,1,Fraud
1,0.014133148,0.007466622,0,0,No Fraud
0.25,0.00707508,0,0,1,Fraud
0.25,0.00546845,0.000862733,0,1,Fraud
0,0.002156435,3.87E-05,0.001415501,1,Fraud
0.25,0.008321124,0,0,1,Fraud
0.25,0.004924816,0.002601808,0,0,No Fraud
1,0.011810099,0.006239342,0,0,No Fraud
1,0.04024105,0.021259574,0,0,No Fraud
0.25,0.004652798,1.76E-05,0,1,Fraud
1,0.004819557,0.002546199,0,0,No Fraud
1,0.131386936,0.069412461,0,0,No Fraud
0.25,0.067203417,0.035503945,0,0,No Fraud
0.75,0.00081611,0,0,1,Fraud
0.25,0.00588936,0.003111382,0,0,No Fraud
0.25,0.00802652,0.004240456,0,0,No Fraud
0.75,6.51E-05,0.00928807,0.011119897,1,Fraud
0.75,2.71E-05,1.78E-05,4.21E-06,1,Fraud
0,0.005542109,0.142201076,0.174397711,1,Fraud
0,0.002117024,0.160918091,0.194715038,1,Fraud
0.25,0.001069807,0.000565185,0,0,No Fraud
0.75,0.000301213,0,0,1,Fraud
0.25,0.025631283,0.013541152,0,0,No Fraud
1,0.000970436,0.000512687,0,0,No Fraud
0,0.00178488,0.029462986,0.036538029,1,Fraud
0.25,0.008190556,0,0,1,Fraud
1,0.017650579,2.47E-06,0,1,Fraud
0,0.002649049,0.019531215,0.0251519,1,Fraud
0.25,0.031936945,0.016872469,0,0,No Fraud
0.25,0.000229712,1.76E-05,0,1,Fraud
0.25,0.009347313,0.000684266,0,1,Fraud
1,0.071431012,0.037737408,0,0,No Fraud
1,0.317670952,0.206790723,0.04682125,0,No Fraud
0,0.006737989,1.86E-05,0.004299985,1,Fraud
0.75,0.000175184,0,0,1,Fraud
0,0.001464809,0.13203932,0.159598118,1,Fraud
1,0.025340955,0.01338777,0,0,No Fraud
1,0.009348492,0,0,1,Fraud
0.75,0.000306192,0.002625105,0.002960134,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.022427274,0,0,1,Fraud
1,0.031813044,0.016807011,0,0,No Fraud
1,0.001920327,0.001014519,0,0,No Fraud
1,0.011510332,0.006080973,0,0,No Fraud
1,0.001677066,0,0,1,Fraud
0.25,0.001135963,0.000600136,0,0,No Fraud
0.75,0.000171845,0.00102613,0.001123978,1,Fraud
0.25,5.21E-06,2.75E-06,0,0,No Fraud
0.25,0.004445509,2.94E-05,0,1,Fraud
1,0.011977111,0,0,1,Fraud
0.25,0.004561529,0.002409882,0,0,No Fraud
0.25,0.044230514,0.023367231,0,0,No Fraud
0.25,0.011362799,0,0,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.21296125,0.112508632,0,0,No Fraud
0,0.007124499,0.010687732,0.017366162,1,Fraud
0.25,0.010558595,0.000219149,0,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.019644168,0.010378125,0,0,No Fraud
1,0.005006815,0.002645129,0,0,No Fraud
1,0.038581506,0.020382828,0,0,No Fraud
0.25,0.218251686,0.115303599,0,0,No Fraud
1,0.048185084,0.025456452,0,0,No Fraud
1,0.131910827,0.069689235,0,0,No Fraud
0.25,0.004521622,0.002388798,0,0,No Fraud
0.25,0.110896261,0.058587122,0,0,No Fraud
1,0.000488315,0.00025798,0,0,No Fraud
1,0.026392212,0.013943155,0,0,No Fraud
1,0.003626838,0.001916079,0,0,No Fraud
0,0.003298483,0.104008958,0.127078878,1,Fraud
1,0.037014635,0.019555041,0,0,No Fraud
1,0.042207132,0,0,1,Fraud
1,0.032891688,0.017376865,0,0,No Fraud
0.25,0.100983838,0.053350332,0,0,No Fraud
1,0.004604492,0.002432579,0,0,No Fraud
0.25,0.000201385,0.000106393,0,0,No Fraud
0.5,5.49E-05,0.001521433,0.001793418,1,Fraud
1,0.005069434,0,0,1,Fraud
1,0.000943732,0.000498579,0,0,No Fraud
0,0.009424359,0.076917636,0.098412966,1,Fraud
0.25,0.007053843,0,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.001416092,0.000748129,0,0,No Fraud
0.25,9.21E-05,4.86E-05,0,0,No Fraud
1,0.015707352,0.008298283,0,0,No Fraud
1,0.016380549,0.008653937,0,0,No Fraud
1,0.01034757,0.00546668,0,0,No Fraud
0.25,0.014454495,0.007636391,0,0,No Fraud
1,0.029162,0.000353562,0,1,Fraud
0.75,0.000791134,0,0,1,Fraud
1,0.007133951,0.003768907,0,0,No Fraud
0.75,0.000549371,0,0,1,Fraud
0.25,0.017579887,0.009287553,0,0,No Fraud
1,0.007887144,0,0,1,Fraud
1,0.068712628,0.03630127,0,0,No Fraud
0.25,0.03669509,0.019386224,0,0,No Fraud
0.25,0.002867644,0.000190702,0,1,Fraud
0.75,0.001074101,0.006709625,0.007380886,1,Fraud
0,0.007366061,0.156622422,0.192885401,1,Fraud
1,0.010793533,0.000760208,0,1,Fraud
1,0.317670952,0.753413824,0.70368387,0,No Fraud
1,0.12402692,0.065524123,0,0,No Fraud
0,0.007889168,0.062108949,0.079643139,1,Fraud
0.25,0.000437565,0.000231168,0,0,No Fraud
0.25,0.010033877,0.000148558,0,1,Fraud
0.25,0.052902845,0.027948872,0,0,No Fraud
0.25,0.264229939,0.13959417,0,0,No Fraud
0.25,0.030790545,0.016266819,0,0,No Fraud
1,0.296885744,0.156846417,0,0,No Fraud
0,0.000661377,0.000168499,0.000622356,1,Fraud
0.25,0.024060435,0.012711264,0,0,No Fraud
0.25,0.010446731,0.001796944,0,1,Fraud
1,0.005725286,0,0,1,Fraud
1,0.001470556,0.000776903,0,0,No Fraud
0,0.014539272,0.000416061,0.009730241,1,Fraud
1,0.003818873,0.002017532,0,0,No Fraud
0,0.003264795,0.0447281,0.055821241,1,Fraud
1,0.01074659,0.005677484,0,0,No Fraud
0.25,0.075430674,0.039850452,0,0,No Fraud
0.25,0.010368589,0,0,1,Fraud
1,0.002962385,0.001565045,0,0,No Fraud
0,0.00298848,0.018622015,0.024274825,1,Fraud
0.25,0.195941908,0.103517218,0,0,No Fraud
0.25,0.003248394,0.001716145,0,0,No Fraud
0,0.013740683,0.293210256,0.361066348,1,Fraud
0.75,0.000122064,0.000336376,0.000326722,1,Fraud
0.25,0.10236616,0.054080621,0,0,No Fraud
0.25,0.006830169,0,0,1,Fraud
1,0.058589873,0.030953361,0,0,No Fraud
1,0.036991161,0.019542639,0,0,No Fraud
1,0.004548261,0.002402872,0,0,No Fraud
0,0.006931549,0.041997987,0.054868379,1,Fraud
1,0.160494071,0.084789925,0,0,No Fraud
0.75,0.000668935,0.000269178,0,1,Fraud
1,0.000584678,0.000308889,0,0,No Fraud
0.25,0.013787126,0.007283817,0,0,No Fraud
1,0.000193385,0.000102166,0,0,No Fraud
1,0.001926158,0.0010176,0,0,No Fraud
0,0.010395225,0.140488003,0.175420162,1,Fraud
0.25,0.009003719,0.004756716,0,0,No Fraud
0.25,0.009727518,0.005139103,0,0,No Fraud
1,0.006966548,0.003680467,0,0,No Fraud
0.75,0.000338537,0,0,1,Fraud
0.25,0.0012901,0,0,0,No Fraud
0,0.000713102,0.080706532,0.097435632,1,Fraud
0.25,0.000762475,0,0,1,Fraud
0.25,0.010024822,0.001682822,0,1,Fraud
1,0.278775143,0.147278484,0,0,No Fraud
0.25,0.004269516,0.004862621,0.003132777,1,Fraud
0.25,0.00188651,0.000996654,0,0,No Fraud
0.75,0.000106784,0.000513384,0.000549128,1,Fraud
0.25,0.000935923,0,0,1,Fraud
0.25,0.008581634,0.00258095,0,1,Fraud
0.25,0.019549426,0.010328072,0,0,No Fraud
1,0.003657196,0.001932118,0,0,No Fraud
0.75,0.001077019,0.000576504,9.02E-06,1,Fraud
1,0.103023641,0.054427972,0,0,No Fraud
0,0.000757097,2.21E-05,0.000507144,1,Fraud
0.25,0.00422035,0,0,1,Fraud
0.25,0.011670113,0.006165386,0,0,No Fraud
0.25,0.005088669,0.002688373,0,0,No Fraud
0.25,0.00663528,2.22E-06,0,1,Fraud
0.25,0.000624099,0.000329715,0,0,No Fraud
0.75,7.68E-05,0.000101725,7.35E-05,1,Fraud
0.25,0.011866022,0.006268887,0,0,No Fraud
1,0.011731806,0.00619798,0,0,No Fraud
0.25,0.015991743,0.008448528,0,0,No Fraud
0.75,0.000124047,0.010773944,0.012868015,1,Fraud
0.25,0.012644637,0.006680233,0,0,No Fraud
0.25,0.031813044,0.016807011,0,0,No Fraud
0.25,0.007195566,0.005112961,0.001575999,1,Fraud
1,0.113985895,0.060219393,0,0,No Fraud
1,0.084970443,0.044890365,0,0,No Fraud
1,0.060769219,0.032104722,0,0,No Fraud
0.75,0.000263477,0.000340773,0.00024223,1,Fraud
0.25,0.003025161,0,0,1,Fraud
1,0.004792748,0,0,1,Fraud
1,0.039413999,0.020822638,0,0,No Fraud
0.25,0.003254551,0.000557019,0,1,Fraud
1,0.057567104,0.030413027,0,0,No Fraud
0.25,0.097565349,0.051544326,0,0,No Fraud
0.75,0.000174709,0.00027131,0.000215111,1,Fraud
0,0.010177254,0.012702327,0.021725094,1,Fraud
1,0.024267327,0.012820566,0,0,No Fraud
0.25,0.024780438,0.013091645,0,0,No Fraud
0.25,0.005677809,0.001983518,0,1,Fraud
1,0.031937533,0.016872779,0,0,No Fraud
1,0.044230514,0.023367231,0,0,No Fraud
1,0.001606693,0.000848825,0,0,No Fraud
0.75,0.002272507,0.004264486,0.003681818,1,Fraud
1,0.025414442,0.013426594,0,0,No Fraud
1,0.005505527,0.002908601,0,0,No Fraud
